order_id,order_date,product_id,qty,discount_percentage,unit_price,store_id
IN-32338,2023-06-03,P-173,3,0.6,249,IK-2
IN-32562,2023-05-16,P-86,2,0.3,49.99,IK-2
IN-32584,2023-06-30,P-105,2,0.3,79.99,IK-2
IN-33508,2022-09-26,P-136,3,0.6,199,IK-2
IN-33937,2022-04-14,P-129,2,0.4,349,IK-2
IN-34325,2023-03-20,P-134,1,0.3,29.99,IK-2
IN-34354,2022-11-29,P-87,2,0.5,99,IK-2
IN-35086,2023-06-21,P-107,1,0.2,199,IK-2
IN-35296,2023-08-21,P-92,2,0.3,19.99,IK-2
IN-35334,2023-12-22,P-101,3,0.4,35,IK-2
IN-35685,2023-04-30,P-74,4,0.5,39.99,IK-2
IN-35689,2023-06-24,P-17,2,0.5,279,IK-2
IN-35708,2022-08-23,P-134,2,0.4,29.99,IK-2
IN-36336,2023-01-24,P-87,3,0.4,99,IK-2
IN-36541,2022-10-29,P-18,2,0.5,45,IK-2
IN-36655,2023-01-01,P-6,4,0.6,24.99,IK-2
IN-36918,2023-12-18,P-12,1,0.4,69.99,IK-2
IN-36947,2022-10-20,P-3,1,0.4,199,IK-2
IN-37453,2023-05-12,P-18,4,0.6,45,IK-2
IN-38441,2023-11-25,P-18,3,0.6,45,IK-2
IN-38505,2022-02-09,P-8,2,0.3,99.99,IK-2
IN-39319,2022-02-09,P-23,3,0.4,9.99,IK-2
IN-39612,2022-08-25,P-13,3,0.6,699,IK-2
IN-39769,2022-11-22,P-20,4,0.5,199,IK-2
IN-39918,2022-02-07,P-17,4,0.7,279,IK-2
IN-40935,2022-12-20,P-18,4,0.7,45,IK-2
IN-41140,2022-06-13,P-4,1,0.4,79.99,IK-2
IN-41536,2023-05-10,P-5,2,0.5,89.99,IK-2
IN-41995,2022-11-27,P-15,2,0.4,999,IK-2
IN-42020,2022-05-31,P-23,4,0.5,9.99,IK-2
IN-42252,2023-08-22,P-24,4,0.6,49.99,IK-2
IN-42784,2023-02-23,P-17,2,0.5,279,IK-2
IN-43682,2020-10-02,P-21,3,0.5,129,IK-2
IN-43925,2021-05-20,P-2,1,0.4,29.99,IK-2
IN-44016,2020-07-17,P-18,1,0.3,45,IK-2
IN-44455,2019-12-24,P-14,1,0.4,29.99,IK-2
IN-45427,2021-10-01,P-5,4,0.6,89.99,IK-2
IN-45710,2021-08-10,P-8,2,0.3,99.99,IK-2
IN-45802,2021-12-16,P-4,2,0.3,79.99,IK-2
IN-45864,2019-09-04,P-19,1,0.4,89.99,IK-2
IN-46011,2020-12-31,P-20,2,0.5,199,IK-2
IN-47210,2021-12-12,P-8,1,0.4,99.99,IK-2
IN-47613,2019-04-15,P-14,3,0.6,29.99,IK-2
IN-47794,2021-07-07,P-11,4,0.7,24.99,IK-2
IN-47997,2019-02-09,P-5,2,0.4,89.99,IK-2
IN-48497,2020-10-11,P-15,2,0.5,999,IK-2
IN-48925,2020-05-21,P-5,4,0.5,89.99,IK-2
IN-48934,2020-01-17,P-16,3,0.4,129,IK-2
IN-49453,2021-02-25,P-20,3,0.6,199,IK-2
IN-49624,2019-12-05,P-1,1,0.2,59.99,IK-2
IN-49676,2021-03-31,P-21,4,0.7,129,IK-2
IN-50264,2021-09-01,P-3,1,0.3,199,IK-2
IN-50375,2019-03-01,P-19,4,0.6,89.99,IK-2
IN-543,2022-12-04,P-127,1,0.3,29.99,IK-2
IN-1831,2023-04-13,P-2,1,0.2,29.99,IK-2
IN-1909,2021-07-01,P-99,1,0.2,99,IK-2
IN-2036,2023-01-23,P-44,3,0.4,59.99,IK-2
IN-2079,2023-03-28,P-142,3,0.4,25,IK-2
IN-2474,2021-10-28,P-108,4,0.6,5.99,IK-2
IN-2643,2023-09-06,P-31,3,0.6,19.99,IK-2
IN-2711,2022-05-30,P-116,2,0.5,149,IK-2
IN-3065,2021-04-15,P-1,3,0.5,59.99,IK-2
IN-3351,2021-09-12,P-41,3,0.6,149,IK-2
IN-3755,2023-09-22,P-132,1,0.4,249,IK-2
IN-4347,2021-11-14,P-142,4,0.7,25,IK-2
IN-5198,2023-11-22,P-65,1,0.4,10,IK-2
IN-5953,2023-03-27,P-13,3,0.5,699,IK-2
IN-6603,2023-08-04,P-79,3,0.5,159,IK-2
IN-6936,2023-11-16,P-46,1,0.4,24.99,IK-2
IN-6948,2022-08-24,P-48,4,0.5,199,IK-2
IN-7029,2022-10-01,P-127,3,0.5,29.99,IK-2
IN-7329,2023-06-14,P-73,2,0.5,799,IK-2
IN-7404,2022-07-28,P-153,4,0.6,9.99,IK-2
IN-7597,2022-10-20,P-33,3,0.4,49.99,IK-2
IN-7636,2023-12-09,P-59,1,0.2,49.99,IK-2
IN-8230,2021-10-07,P-117,3,0.6,19.99,IK-2
IN-8240,2021-12-17,P-138,4,0.7,199,IK-2
IN-8524,2023-03-11,P-109,2,0.5,179,IK-2
IN-9286,2023-02-22,P-71,1,0.3,99,IK-2
IN-10252,2022-08-11,P-66,2,0.5,5,IK-2
IN-10721,2022-08-16,P-6,2,0.3,24.99,IK-2
IN-10920,2021-04-16,P-121,1,0.3,129,IK-2
IN-11224,2021-12-13,P-108,2,0.4,5.99,IK-2
IN-12526,2022-09-29,P-170,3,0.6,79.99,IK-2
IN-12653,2021-01-20,P-167,1,0.3,119,IK-2
IN-12765,2021-07-14,P-137,1,0.4,79.99,IK-2
IN-13155,2023-07-28,P-76,3,0.6,59.99,IK-2
IN-13602,2022-12-17,P-123,3,0.5,249,IK-2
IN-13785,2021-05-08,P-112,4,0.7,29.99,IK-2
IN-14061,2023-08-24,P-9,2,0.4,249,IK-2
IN-15049,2022-10-26,P-67,4,0.5,179,IK-2
IN-15746,2023-09-29,P-16,1,0.3,129,IK-2
IN-15931,2023-10-10,P-34,1,0.4,125,IK-2
IN-15996,2023-12-28,P-27,4,0.5,149,IK-2
IN-16132,2022-05-13,P-98,4,0.5,199,IK-2
IN-17099,2021-03-16,P-111,1,0.4,89,IK-2
IN-17468,2022-09-18,P-66,1,0.4,5,IK-2
IN-18165,2022-06-11,P-162,4,0.5,19.99,IK-2
IN-18602,2021-09-23,P-22,1,0.4,159,IK-2
IN-19269,2021-01-24,P-130,2,0.4,149,IK-2
IN-19482,2021-01-22,P-118,4,0.7,7.99,IK-2
IN-19709,2021-04-12,P-62,1,0.3,179,IK-2
IN-20289,2022-03-15,P-151,1,0.4,159,IK-2
IN-20449,2022-11-04,P-80,4,0.6,99,IK-2
IN-20731,2021-05-11,P-161,3,0.5,149,IK-2
IN-20951,2021-01-04,P-99,4,0.7,99,IK-2
IN-21277,2023-02-10,P-116,2,0.5,149,IK-2
IN-22470,2023-02-04,P-120,1,0.2,129,IK-2
IN-22694,2022-11-27,P-116,3,0.4,149,IK-2
IN-22882,2022-06-09,P-58,2,0.3,79.99,IK-2
IN-23199,2023-04-08,P-158,2,0.4,29.99,IK-2
IN-23444,2022-10-23,P-18,3,0.5,45,IK-2
IN-23508,2023-01-25,P-16,1,0.2,129,IK-2
IN-23792,2021-03-30,P-124,4,0.6,299,IK-2
IN-24043,2022-08-10,P-113,1,0.2,199,IK-2
IN-24138,2022-12-07,P-106,4,0.6,19.99,IK-2
IN-24237,2021-09-27,P-37,3,0.6,129,IK-2
IN-24340,2022-07-16,P-145,1,0.3,179,IK-2
IN-26151,2023-02-10,P-169,2,0.5,89,IK-2
IN-26218,2023-03-16,P-64,3,0.4,9.99,IK-2
IN-26341,2023-09-01,P-130,1,0.4,149,IK-2
IN-26483,2023-05-17,P-57,3,0.4,79.99,IK-2
IN-26605,2023-05-19,P-127,4,0.7,29.99,IK-2
IN-26739,2023-08-12,P-35,3,0.6,14.99,IK-2
IN-26918,2023-05-01,P-28,2,0.5,5.99,IK-2
IN-27565,2022-03-20,P-133,1,0.2,159,IK-2
IN-28165,2022-05-03,P-146,1,0.3,249,IK-2
IN-28526,2022-12-08,P-18,4,0.7,45,IK-2
IN-28962,2023-06-13,P-101,3,0.4,35,IK-2
IN-28972,2022-01-04,P-5,4,0.6,89.99,IK-2
IN-29810,2022-05-15,P-30,1,0.2,24.99,IK-2
IN-30479,2022-08-20,P-98,2,0.3,199,IK-2
IN-31776,2023-04-21,P-110,1,0.2,299,IK-2
IN-32069,2023-08-08,P-73,1,0.3,799,IK-2
IN-32139,2023-02-24,P-152,3,0.4,59.99,IK-2
IN-32298,2023-03-26,P-81,2,0.4,999,IK-2
IN-32650,2022-11-16,P-161,3,0.6,149,IK-2
IN-33196,2022-04-09,P-172,3,0.5,899,IK-2
IN-33699,2022-11-22,P-41,1,0.2,149,IK-2
IN-33747,2023-05-06,P-167,4,0.7,119,IK-2
IN-34036,2023-04-30,P-24,3,0.5,49.99,IK-2
IN-34735,2022-08-12,P-40,4,0.7,34.99,IK-2
IN-36098,2022-05-18,P-96,4,0.6,249,IK-2
IN-36442,2023-04-13,P-17,3,0.6,279,IK-2
IN-36450,2023-11-19,P-10,4,0.6,6.99,IK-2
IN-37273,2023-09-25,P-22,4,0.7,159,IK-2
IN-37317,2022-05-03,P-24,3,0.5,49.99,IK-2
IN-37495,2023-09-10,P-16,1,0.4,129,IK-2
IN-37733,2022-07-05,P-20,3,0.5,199,IK-2
IN-38186,2023-03-07,P-11,1,0.4,24.99,IK-2
IN-38250,2022-01-10,P-15,1,0.3,999,IK-2
IN-38605,2023-07-11,P-12,1,0.4,69.99,IK-2
IN-38610,2022-12-18,P-13,2,0.5,699,IK-2
IN-38848,2022-12-16,P-25,2,0.5,35,IK-2
IN-39077,2022-06-15,P-18,4,0.5,45,IK-2
IN-39162,2023-02-19,P-2,4,0.7,29.99,IK-2
IN-39167,2023-07-05,P-24,3,0.6,49.99,IK-2
IN-39225,2022-04-24,P-15,3,0.5,999,IK-2
IN-39361,2023-06-28,P-23,3,0.6,9.99,IK-2
IN-40051,2022-03-13,P-16,2,0.4,129,IK-2
IN-40633,2022-01-21,P-5,1,0.4,89.99,IK-2
IN-40795,2022-10-21,P-4,3,0.5,79.99,IK-2
IN-41199,2022-05-11,P-13,1,0.3,699,IK-2
IN-41415,2023-05-30,P-24,2,0.5,49.99,IK-2
IN-42533,2022-12-05,P-14,4,0.6,29.99,IK-2
IN-42633,2022-06-22,P-11,3,0.5,24.99,IK-2
IN-43415,2022-03-10,P-19,3,0.5,89.99,IK-2
IN-43801,2021-10-19,P-5,3,0.6,89.99,IK-2
IN-44895,2021-05-21,P-1,1,0.2,59.99,IK-2
IN-44926,2021-09-05,P-12,2,0.4,69.99,IK-2
IN-45187,2019-02-15,P-6,4,0.7,24.99,IK-2
IN-45481,2021-06-02,P-18,4,0.7,45,IK-2
IN-45559,2019-05-05,P-14,3,0.6,29.99,IK-2
IN-45699,2021-07-12,P-18,2,0.3,45,IK-2
IN-45759,2019-11-20,P-22,4,0.7,159,IK-2
IN-46144,2020-04-20,P-25,1,0.3,35,IK-2
IN-46455,2021-03-23,P-2,2,0.4,29.99,IK-2
IN-46946,2020-08-28,P-6,3,0.5,24.99,IK-2
IN-47267,2020-01-31,P-22,2,0.5,159,IK-2
IN-47429,2019-08-08,P-23,4,0.5,9.99,IK-2
IN-49378,2021-11-05,P-15,1,0.3,999,IK-2
IN-50364,2020-09-17,P-3,4,0.5,199,IK-2
IN-529,2022-06-01,P-142,3,0.6,25,IK-2
IN-2042,2022-12-13,P-23,2,0.4,9.99,IK-2
IN-3597,2021-05-13,P-8,3,0.4,99.99,IK-2
IN-5790,2023-07-28,P-16,3,0.5,129,IK-2
IN-6987,2021-10-03,P-77,1,0.3,9.99,IK-2
IN-7064,2022-04-06,P-25,1,0.4,35,IK-2
IN-8354,2021-07-24,P-118,2,0.5,7.99,IK-2
IN-9887,2023-08-10,P-46,4,0.5,24.99,IK-2
IN-10856,2022-08-05,P-65,4,0.6,10,IK-2
IN-13514,2022-02-06,P-157,4,0.6,9.99,IK-2
IN-14139,2023-02-05,P-41,1,0.2,149,IK-2
IN-14276,2021-09-25,P-104,1,0.3,349,IK-2
IN-18872,2022-12-16,P-154,3,0.5,29.99,IK-2
IN-19991,2021-08-05,P-153,1,0.3,9.99,IK-2
IN-21670,2022-07-09,P-40,1,0.4,34.99,IK-2
IN-22346,2022-09-07,P-52,2,0.5,349,IK-2
IN-25028,2023-05-24,P-75,3,0.6,249,IK-2
IN-25571,2023-03-10,P-123,4,0.7,249,IK-2
IN-26966,2023-08-17,P-98,3,0.6,199,IK-2
IN-27555,2022-06-08,P-140,2,0.4,129,IK-2
IN-29181,2022-07-23,P-145,2,0.4,179,IK-2
IN-30156,2023-09-12,P-48,1,0.4,199,IK-2
IN-33654,2023-02-10,P-123,1,0.4,249,IK-2
IN-33718,2023-07-26,P-130,1,0.4,149,IK-2
IN-34294,2023-08-14,P-61,3,0.4,9.99,IK-2
IN-34625,2023-01-24,P-97,3,0.5,139,IK-2
IN-35137,2022-11-06,P-139,2,0.4,29.99,IK-2
IN-35143,2023-10-04,P-34,3,0.4,125,IK-2
IN-35825,2022-09-19,P-56,1,0.2,7.99,IK-2
IN-35901,2022-12-19,P-162,1,0.3,19.99,IK-2
IN-36417,2023-06-04,P-24,4,0.6,49.99,IK-2
IN-36679,2022-12-25,P-14,1,0.2,29.99,IK-2
IN-37863,2023-01-24,P-14,4,0.7,29.99,IK-2
IN-37977,2022-07-21,P-15,2,0.3,999,IK-2
IN-37994,2022-09-15,P-5,3,0.6,89.99,IK-2
IN-38804,2022-06-24,P-6,4,0.5,24.99,IK-2
IN-38811,2022-08-17,P-25,1,0.2,35,IK-2
IN-39802,2022-12-06,P-19,1,0.2,89.99,IK-2
IN-39822,2022-01-17,P-24,1,0.2,49.99,IK-2
IN-39856,2023-07-11,P-21,1,0.2,129,IK-2
IN-40695,2022-10-18,P-23,4,0.5,9.99,IK-2
IN-41213,2023-06-27,P-25,4,0.6,35,IK-2
IN-41381,2022-03-24,P-3,1,0.2,199,IK-2
IN-41997,2023-09-09,P-6,1,0.3,24.99,IK-2
IN-42469,2023-09-20,P-22,1,0.3,159,IK-2
IN-42496,2022-10-22,P-3,3,0.6,199,IK-2
IN-42619,2023-01-18,P-9,1,0.4,249,IK-2
IN-42634,2023-05-19,P-5,3,0.5,89.99,IK-2
IN-42741,2023-09-19,P-22,1,0.2,159,IK-2
IN-42808,2022-12-30,P-23,4,0.6,9.99,IK-2
IN-43623,2019-03-26,P-22,2,0.4,159,IK-2
IN-43957,2021-10-14,P-11,3,0.5,24.99,IK-2
IN-43976,2021-09-02,P-10,2,0.4,6.99,IK-2
IN-44210,2021-12-20,P-8,4,0.6,99.99,IK-2
IN-46430,2020-05-21,P-17,2,0.4,279,IK-2
IN-46954,2019-08-13,P-11,3,0.4,24.99,IK-2
IN-46981,2019-12-27,P-16,1,0.4,129,IK-2
IN-47168,2021-04-07,P-22,1,0.4,159,IK-2
IN-47480,2021-12-02,P-12,3,0.6,69.99,IK-2
IN-48095,2021-07-13,P-2,1,0.3,29.99,IK-2
IN-48255,2021-02-09,P-3,2,0.3,199,IK-2
IN-48646,2021-08-26,P-17,1,0.4,279,IK-2
IN-49276,2019-08-30,P-14,2,0.3,29.99,IK-2
IN-49567,2020-05-27,P-9,3,0.4,249,IK-2
IN-909,2023-09-11,P-87,4,0.7,99,IK-2
IN-2310,2021-09-15,P-3,3,0.5,199,IK-2
IN-2531,2023-01-11,P-126,2,0.4,4.99,IK-2
IN-6629,2022-07-10,P-58,4,0.5,79.99,IK-2
IN-7598,2022-02-16,P-26,3,0.4,349,IK-2
IN-11272,2022-01-27,P-113,4,0.5,199,IK-2
IN-11298,2021-12-16,P-119,4,0.7,12.99,IK-2
IN-14179,2022-10-05,P-137,3,0.6,79.99,IK-2
IN-19465,2023-08-26,P-14,4,0.5,29.99,IK-2
IN-19670,2021-12-29,P-1,3,0.5,59.99,IK-2
IN-22280,2021-03-02,P-118,2,0.5,7.99,IK-2
IN-23495,2022-09-08,P-151,3,0.5,159,IK-2
IN-23870,2022-08-14,P-49,1,0.2,229,IK-2
IN-25371,2021-04-10,P-4,1,0.2,79.99,IK-2
IN-27811,2023-07-04,P-166,3,0.4,49.99,IK-2
IN-31941,2022-11-15,P-71,3,0.5,99,IK-2
IN-32527,2022-03-04,P-140,2,0.3,129,IK-2
IN-32929,2022-08-27,P-36,4,0.5,39.99,IK-2
IN-33091,2023-12-25,P-147,2,0.4,199,IK-2
IN-33772,2023-02-12,P-148,4,0.5,999,IK-2
IN-34750,2022-03-08,P-167,2,0.3,119,IK-2
IN-34810,2023-05-22,P-24,4,0.6,49.99,IK-2
IN-35489,2023-05-22,P-125,2,0.5,69,IK-2
IN-36815,2022-07-27,P-4,1,0.2,79.99,IK-2
IN-37100,2022-12-03,P-23,2,0.3,9.99,IK-2
IN-37548,2023-10-02,P-21,1,0.2,129,IK-2
IN-37734,2023-09-20,P-20,3,0.5,199,IK-2
IN-37854,2022-04-21,P-1,3,0.4,59.99,IK-2
IN-37909,2023-07-08,P-8,2,0.3,99.99,IK-2
IN-38089,2023-02-18,P-4,2,0.4,79.99,IK-2
IN-38267,2023-02-01,P-10,4,0.6,6.99,IK-2
IN-38855,2023-05-04,P-25,3,0.4,35,IK-2
IN-38911,2022-04-08,P-7,1,0.2,59.99,IK-2
IN-39024,2023-12-30,P-12,2,0.3,69.99,IK-2
IN-39284,2023-12-01,P-16,2,0.5,129,IK-2
IN-39301,2022-10-07,P-13,3,0.4,699,IK-2
IN-39483,2022-11-03,P-18,1,0.3,45,IK-2
IN-39633,2023-03-29,P-3,3,0.6,199,IK-2
IN-39649,2022-04-25,P-21,4,0.7,129,IK-2
IN-39970,2022-06-16,P-25,3,0.4,35,IK-2
IN-40000,2023-05-16,P-17,4,0.7,279,IK-2
IN-40948,2023-12-10,P-4,3,0.4,79.99,IK-2
IN-41417,2023-10-16,P-21,3,0.4,129,IK-2
IN-41571,2022-03-04,P-25,3,0.5,35,IK-2
IN-41781,2023-09-04,P-25,4,0.5,35,IK-2
IN-41830,2022-05-16,P-6,4,0.6,24.99,IK-2
IN-41843,2023-11-19,P-1,3,0.5,59.99,IK-2
IN-42340,2023-07-30,P-24,2,0.4,49.99,IK-2
IN-42351,2023-07-08,P-25,1,0.3,35,IK-2
IN-42448,2022-05-31,P-20,4,0.5,199,IK-2
IN-42576,2022-06-27,P-15,3,0.4,999,IK-2
IN-42707,2023-07-31,P-2,2,0.3,29.99,IK-2
IN-43608,2021-12-02,P-4,1,0.4,79.99,IK-2
IN-43713,2021-10-20,P-20,3,0.5,199,IK-2
IN-43831,2021-02-18,P-2,3,0.5,29.99,IK-2
IN-44316,2021-11-17,P-15,3,0.5,999,IK-2
IN-44812,2021-06-24,P-3,2,0.3,199,IK-2
IN-44855,2019-01-22,P-5,2,0.5,89.99,IK-2
IN-45095,2019-11-03,P-16,2,0.4,129,IK-2
IN-45590,2020-11-30,P-21,4,0.7,129,IK-2
IN-45810,2019-05-08,P-14,4,0.5,29.99,IK-2
IN-46096,2019-07-30,P-20,1,0.4,199,IK-2
IN-46378,2019-01-03,P-1,1,0.3,59.99,IK-2
IN-47926,2020-01-20,P-2,4,0.7,29.99,IK-2
IN-47955,2019-03-25,P-1,2,0.4,59.99,IK-2
IN-48256,2019-11-23,P-4,2,0.4,79.99,IK-2
IN-50184,2020-12-28,P-7,1,0.3,59.99,IK-2
IN-483,2021-04-30,P-67,2,0.5,179,IK-2
IN-733,2021-03-18,P-63,3,0.4,7.99,IK-2
IN-1264,2021-03-14,P-115,1,0.4,79.99,IK-2
IN-4268,2022-03-25,P-56,2,0.3,7.99,IK-2
IN-5936,2021-09-05,P-29,2,0.5,49.99,IK-2
IN-6529,2022-03-16,P-22,2,0.3,159,IK-2
IN-9592,2021-08-01,P-71,4,0.5,99,IK-2
IN-10841,2022-07-22,P-173,3,0.6,249,IK-2
IN-12240,2021-04-29,P-151,4,0.5,159,IK-2
IN-13683,2022-10-04,P-46,4,0.7,24.99,IK-2
IN-14755,2023-09-18,P-29,1,0.2,49.99,IK-2
IN-16168,2023-01-20,P-96,2,0.4,249,IK-2
IN-16209,2022-10-20,P-34,1,0.2,125,IK-2
IN-16521,2022-03-21,P-110,3,0.5,299,IK-2
IN-16935,2021-09-29,P-31,3,0.6,19.99,IK-2
IN-17375,2021-07-29,P-39,3,0.5,99,IK-2
IN-17427,2021-02-20,P-110,2,0.4,299,IK-2
IN-18249,2021-05-17,P-104,4,0.7,349,IK-2
IN-18313,2021-06-09,P-100,3,0.4,12.99,IK-2
IN-18395,2022-06-08,P-125,4,0.5,69,IK-2
IN-18934,2021-03-23,P-9,4,0.5,249,IK-2
IN-19289,2021-02-15,P-86,3,0.5,49.99,IK-2
IN-19679,2021-07-24,P-134,1,0.3,29.99,IK-2
IN-19984,2022-03-24,P-158,1,0.4,29.99,IK-2
IN-20442,2023-07-18,P-75,4,0.5,249,IK-2
IN-20617,2022-01-17,P-144,1,0.4,149,IK-2
IN-20773,2021-11-13,P-26,3,0.6,349,IK-2
IN-20832,2021-11-14,P-173,3,0.5,249,IK-2
IN-20897,2023-05-12,P-60,3,0.6,15,IK-2
IN-21681,2023-11-26,P-31,1,0.2,19.99,IK-2
IN-21774,2021-10-23,P-117,3,0.5,19.99,IK-2
IN-21923,2023-09-29,P-142,1,0.3,25,IK-2
IN-22226,2021-12-09,P-19,4,0.6,89.99,IK-2
IN-22979,2023-06-29,P-73,3,0.6,799,IK-2
IN-23054,2021-06-22,P-104,1,0.4,349,IK-2
IN-23281,2023-03-20,P-99,1,0.3,99,IK-2
IN-23767,2021-08-30,P-84,1,0.4,499,IK-2
IN-23869,2023-07-07,P-50,1,0.4,199,IK-2
IN-24417,2023-09-22,P-45,4,0.6,59.99,IK-2
IN-24466,2023-02-06,P-143,4,0.7,129,IK-2
IN-24657,2023-04-03,P-100,4,0.5,12.99,IK-2
IN-24740,2021-06-22,P-112,2,0.3,29.99,IK-2
IN-25874,2021-10-29,P-80,4,0.7,99,IK-2
IN-26105,2022-03-24,P-143,2,0.4,129,IK-2
IN-26198,2022-12-05,P-107,3,0.4,199,IK-2
IN-26527,2022-12-16,P-45,1,0.3,59.99,IK-2
IN-26865,2021-04-10,P-153,4,0.6,9.99,IK-2
IN-27102,2021-06-27,P-75,4,0.6,249,IK-2
IN-27297,2022-04-02,P-104,2,0.3,349,IK-2
IN-27728,2023-01-04,P-140,1,0.2,129,IK-2
IN-27904,2022-03-21,P-108,3,0.6,5.99,IK-2
IN-28746,2021-05-01,P-84,4,0.7,499,IK-2
IN-28825,2022-04-29,P-32,1,0.4,89,IK-2
IN-28922,2022-03-22,P-88,3,0.5,249,IK-2
IN-29021,2022-08-26,P-143,2,0.3,129,IK-2
IN-29405,2021-07-04,P-85,3,0.6,29.99,IK-2
IN-29594,2022-11-27,P-124,1,0.4,299,IK-2
IN-29757,2023-03-21,P-155,2,0.4,699,IK-2
IN-29780,2021-02-12,P-108,1,0.2,5.99,IK-2
IN-29858,2021-10-06,P-83,3,0.4,15,IK-2
IN-29987,2021-05-10,P-118,2,0.4,7.99,IK-2
IN-30273,2021-12-30,P-13,3,0.5,699,IK-2
IN-31072,2022-01-02,P-65,2,0.3,10,IK-2
IN-31524,2023-10-31,P-53,4,0.5,69.99,IK-2
IN-32258,2023-02-10,P-26,3,0.6,349,IK-2
IN-32752,2023-07-01,P-68,2,0.4,29.99,IK-2
IN-32849,2023-08-06,P-74,1,0.3,39.99,IK-2
IN-33496,2022-09-13,P-156,3,0.5,129,IK-2
IN-34471,2023-12-06,P-164,3,0.4,39.99,IK-2
IN-34495,2023-07-08,P-42,3,0.5,89.99,IK-2
IN-35072,2023-11-06,P-114,4,0.5,99,IK-2
IN-35327,2022-11-27,P-33,4,0.5,49.99,IK-2
IN-35363,2023-06-08,P-29,4,0.5,49.99,IK-2
IN-36116,2022-11-16,P-174,4,0.5,19.99,IK-2
IN-36173,2023-03-01,P-121,1,0.4,129,IK-2
IN-36628,2022-10-10,P-19,4,0.5,89.99,IK-2
IN-36695,2022-07-04,P-22,2,0.4,159,IK-2
IN-36772,2022-09-09,P-11,3,0.6,24.99,IK-2
IN-37231,2022-02-24,P-3,4,0.7,199,IK-2
IN-38098,2022-10-28,P-2,4,0.5,29.99,IK-2
IN-38237,2023-08-03,P-12,3,0.6,69.99,IK-2
IN-38349,2023-02-02,P-10,3,0.6,6.99,IK-2
IN-38990,2022-10-21,P-21,2,0.4,129,IK-2
IN-39610,2022-09-13,P-2,1,0.3,29.99,IK-2
IN-40374,2023-05-31,P-24,2,0.3,49.99,IK-2
IN-41264,2022-07-09,P-9,1,0.2,249,IK-2
IN-41503,2023-09-03,P-4,2,0.5,79.99,IK-2
IN-41662,2022-03-26,P-4,1,0.2,79.99,IK-2
IN-42414,2022-03-07,P-15,4,0.7,999,IK-2
IN-43171,2023-04-08,P-8,2,0.3,99.99,IK-2
IN-44999,2021-03-19,P-23,4,0.6,9.99,IK-2
IN-45038,2019-06-03,P-22,1,0.2,159,IK-2
IN-45401,2021-03-12,P-11,4,0.6,24.99,IK-2
IN-45473,2020-11-23,P-15,4,0.6,999,IK-2
IN-45597,2021-07-08,P-22,1,0.3,159,IK-2
IN-45661,2019-01-29,P-8,4,0.7,99.99,IK-2
IN-47820,2019-07-06,P-4,3,0.5,79.99,IK-2
IN-48188,2019-03-25,P-24,2,0.4,49.99,IK-2
IN-48557,2020-01-07,P-10,3,0.6,6.99,IK-2
IN-49021,2020-04-18,P-15,4,0.6,999,IK-2
IN-49026,2019-07-05,P-14,4,0.5,29.99,IK-2
IN-49344,2020-03-11,P-7,2,0.4,59.99,IK-2
IN-49380,2020-02-28,P-21,1,0.3,129,IK-2
IN-49425,2019-12-05,P-16,2,0.3,129,IK-2
IN-49686,2019-01-06,P-6,3,0.5,24.99,IK-2
IN-50251,2021-11-24,P-18,2,0.3,45,IK-2
IN-50362,2021-05-09,P-1,1,0.4,59.99,IK-2
IN-521,2021-06-03,P-116,4,0.6,149,IK-2
IN-630,2021-01-20,P-160,1,0.2,149,IK-2
IN-865,2022-02-24,P-117,3,0.6,19.99,IK-2
IN-1407,2022-10-04,P-70,3,0.5,69.99,IK-2
IN-1851,2021-11-08,P-26,3,0.4,349,IK-2
IN-2146,2023-07-24,P-111,2,0.5,89,IK-2
IN-2180,2021-02-06,P-47,1,0.2,3.99,IK-2
IN-3124,2023-11-12,P-17,4,0.5,279,IK-2
IN-3790,2022-09-09,P-21,3,0.4,129,IK-2
IN-3906,2021-05-04,P-33,1,0.2,49.99,IK-2
IN-4092,2023-05-04,P-118,1,0.4,7.99,IK-2
IN-4228,2021-02-16,P-93,4,0.5,19.99,IK-2
IN-5038,2023-01-03,P-36,4,0.6,39.99,IK-2
IN-5183,2021-03-05,P-120,1,0.4,129,IK-2
IN-5408,2022-03-26,P-128,1,0.2,199,IK-2
IN-5409,2021-07-05,P-125,2,0.5,69,IK-2
IN-5446,2022-08-18,P-110,3,0.4,299,IK-2
IN-5657,2023-04-22,P-56,2,0.4,7.99,IK-2
IN-5956,2022-10-06,P-151,2,0.5,159,IK-2
IN-7401,2023-05-05,P-98,4,0.5,199,IK-2
IN-9523,2023-05-01,P-16,2,0.3,129,IK-2
IN-9573,2022-09-23,P-173,2,0.3,249,IK-2
IN-9792,2022-10-04,P-43,1,0.2,175,IK-2
IN-10012,2022-03-29,P-75,4,0.6,249,IK-2
IN-10057,2021-06-10,P-171,2,0.5,39.99,IK-2
IN-10129,2021-07-13,P-4,3,0.6,79.99,IK-2
IN-10666,2023-07-06,P-126,2,0.5,4.99,IK-2
IN-11241,2021-05-24,P-7,3,0.6,59.99,IK-2
IN-11274,2022-08-05,P-152,3,0.4,59.99,IK-2
IN-11707,2022-12-20,P-38,4,0.5,14.99,IK-2
IN-11827,2021-04-29,P-105,3,0.4,79.99,IK-2
